,topic,tweet,tweet_stemmed
7628,obesity,Does the risk for childhood obesity increase if a mom drinks coffee during pregnancy? Find out! t.co/3MO2qhzqXm,"['risk', 'childhood', 'obes', 'increas', 'mom', 'drink', 'coffe', 'pregnanc', 'find', 'tcomoqhzqxm']"
7631,obesity,"Smorgasbord Health Column – Size Matters: The Sequel – #Morbid Obesity, #CandidaAlbicans Part Two by Sally Cronin t.co/Xiq2SlXtdg","['smorgasbord', 'health', 'column', 'size', 'matter', 'sequel', 'morbid', 'obes', 'candidaalbican', 'part', 'two', 'salli', 'cronin', 'tcoxiqslxtdg']"
7632,obesity,"Here, we explore the different treatment approaches to #obesity, including dietary changes, medications, and complementary and integrative approaches. t.co/PJL6jYxm9T","['explor', 'differ', 'treatment', 'approach', 'obes', 'includ', 'dietari', 'chang', 'medic', 'complementari', 'integr', 'approach', 'tcopjljyxmt']"
7637,obesity,"Expertos certificados en manejo de sobrepeso, obesidad y enfermedades metabólicas. KO Obesity Cuernavaca 

Agenda tu cita: 📅
777 451 9958
Hospital San Diego, Consultorio 407
#CirugíaBariátrica
#nutricion
#psicologia t.co/ezk51mqRVu","['experto', 'certificado', 'en', 'manejo', 'de', 'sobrepeso', 'obesidad', 'enfermedad', 'metabólica', 'ko', 'obes', 'cuernavaca', 'agenda', 'tu', 'cita', 'hospit', 'san', 'diego', 'consultorio', 'cirugíabariátrica', 'nutricion', 'psicologia', 'tcoezkmqrvu']"
7638,obesity,Why processed foods make you fat #Processed foods are one of the most important causes of your obesity because #di… t.co/CA4RUBSmKU #loseweight,"['process', 'food', 'make', 'fat', 'process', 'food', 'one', 'import', 'caus', 'obes', 'di', 'tcocarubsmku', 'loseweight']"
7641,obesity,This priceless video media my family and I put up due to the fact that we experienced the technique to eliminate a lot of your obesity hastily plus reinstate overall health t.co/2NX3LBO3e7,"['priceless', 'video', 'media', 'famili', 'put', 'due', 'fact', 'experienc', 'techniqu', 'elimin', 'lot', 'obes', 'hastili', 'plu', 'reinstat', 'overal', 'health', 'tconxlbo']"
7645,obesity,"#Recession Fears, #Celsius Blowup, Russian #Terrorism, US #Obesity, #TravelHacking Basics - #Travel Blogger Buzz t.co/AnqcO5I8Rs TBB on! t.co/e451IAujTH","['recess', 'fear', 'celsiu', 'blowup', 'russian', 'terror', 'us', 'obes', 'travelhack', 'basic', 'travel', 'blogger', 'buzz', 'tcoanqcoir', 'tbb', 'tcoeiaujth']"
7649,obesity,"@EcoPaulPeace Compare that to the strain on the health industry linked to consuming animal products. Obesity at an all time high, cancer and diabetes among others. Our lifespan is now going backwards.","['ecopaulpeac', 'compar', 'strain', 'health', 'industri', 'link', 'consum', 'anim', 'product', 'obes', 'time', 'high', 'cancer', 'diabet', 'among', 'other', 'lifespan', 'go', 'backward']"
7656,obesity,"You will see better capability, an enhanced body system plus along with scale down obesity in the event that you look at my scheme t.co/RgPXHB5NFh","['see', 'better', 'capabl', 'enhanc', 'bodi', 'system', 'plu', 'along', 'scale', 'obes', 'event', 'look', 'scheme', 'tcorgpxhbnfh']"
7662,obesity,Thanks! @LouisianaGov for signing this bill for obesity surgery treatment for LA State employees! Thanks @BarrowRegina for authoring the bill! Many lives changed for the better! @ASMBS @laasmbs @PhilGachassin @peterlundbergmd @woodmanmonroe @PBRCNews @BRAC_BatonRouge t.co/DnW4cPvQgY,"['thank', 'louisianagov', 'sign', 'bill', 'obes', 'surgeri', 'treatment', 'la', 'state', 'employe', 'thank', 'barrowregina', 'author', 'bill', 'mani', 'live', 'chang', 'better', 'asmb', 'laasmb', 'philgachassin', 'peterlundbergmd', 'woodmanmonro', 'pbrcnew', 'bracbatonroug', 'tcodnwcpvqgi']"
7663,obesity,"#RaviVisvesvarayaSharadaPrasad   t.co/4AtyxGYSvg Intrinsic Capacity, Obesity Predict Kidney Disease in T2D","['ravivisvesvarayasharadaprasad', 'tcoatyxgysvg', 'intrins', 'capac', 'obes', 'predict', 'kidney', 'diseas', 'td']"
7667,obesity,@chivoo42 @AnunobyDynasty I have bad news. I went to the doctors and they have diagnosed YOU with OBESITY. But sadly I sent my crypto to the wrong coinbase address instead of Elon Musk metamask for doge. Is there any trust wallet support or finance I would pay anyone to write this essay,"['chivoo', 'anunobydynasti', 'bad', 'news', 'went', 'doctor', 'diagnos', 'obes', 'sadli', 'sent', 'crypto', 'wrong', 'coinbas', 'address', 'instead', 'elon', 'musk', 'metamask', 'doge', 'trust', 'wallet', 'support', 'financ', 'would', 'pay', 'anyon', 'write', 'essay']"
7671,obesity,@RachelNotley We can do better than ignoring Aberta's obesity epidemic.,"['rachelnotley', 'better', 'ignor', 'aberta', 'obes', 'epidem']"
7674,obesity,"Too hot to play! Childhood obesity and inactivity increasing because of climate change - Study Finds

t.co/BeYtnw3SzI","['hot', 'play', 'childhood', 'obes', 'inact', 'increas', 'climat', 'chang', 'studi', 'find', 'tcobeytnwszi']"
7675,obesity,"Obesity Epidemic, Mayor Adams Wants Photo For Job Applicants For Diversity, Kansas Voters Voting For Abortion ""Rights"" t.co/yp556Qft81","['obes', 'epidem', 'mayor', 'adam', 'want', 'photo', 'job', 'applic', 'divers', 'kansa', 'voter', 'vote', 'abort', 'right', 'tcoypqft']"
7676,obesity,Machine Learning-based Obesity Classification using 3D Body Scanner #preprints t.co/2Ws7GBN7hy,"['machin', 'learningbas', 'obes', 'classif', 'use', 'bodi', 'scanner', 'preprint', 'tcowsgbnhi']"
7677,obesity,"#Healthy #CynometraCauliflora, the Anti-#Obesity Functional Foods t.co/dhcGBAC3g9","['healthi', 'cynometracauliflora', 'antiobes', 'function', 'food', 'tcodhcgbacg']"
7678,obesity,"No this is a Venus, and the entertainment industry trying to make obesity attractive all of a sudden (Lizzo) after brainwashing my my generation into anorexia is the beginnings of Venus worship. Don't @ me I know I'm crazy","['venu', 'entertain', 'industri', 'tri', 'make', 'obes', 'attract', 'sudden', 'lizzo', 'brainwash', 'gener', 'anorexia', 'begin', 'venu', 'worship', 'dont', 'know', 'im', 'crazi']"
7686,obesity,Browse this accessories in order to wipe out obesity t.co/SA0uxHi8sr,"['brows', 'accessori', 'order', 'wipe', 'obes', 'tcosauxhisr']"
7687,obesity,TfL junk food stuff advert ban: Has the policy slash obesity? t.co/vYWn48Bw7O,"['tfl', 'junk', 'food', 'stuff', 'advert', 'ban', 'polici', 'slash', 'obes', 'tcovywnbwo']"
7688,obesity,"@I_am_awilliams @mrwtffacts Good as it maybe,its obviously discriminatory based on body t.co/dlt9DHYVcp may actually create a disincentive towards patronage and harm the business in a population where obesity is very prevalent.the insurance team must be excited!","['iamawilliam', 'mrwtffact', 'good', 'maybeit', 'obvious', 'discriminatori', 'base', 'bodi', 'tcodltdhyvcp', 'may', 'actual', 'creat', 'disincent', 'toward', 'patronag', 'harm', 'busi', 'popul', 'obes', 'prevalentth', 'insur', 'team', 'must', 'excit']"
7689,obesity,"#Fitness You'll have additional strength; significantly greater body and as well , on top of that get rid off obesity in the event that you assimilate the foregoing tool t.co/j07S7Rczg9 t.co/BTPNZuTJ1I","['fit', 'youll', 'addit', 'strength', 'significantli', 'greater', 'bodi', 'well', 'top', 'get', 'rid', 'obes', 'event', 'assimil', 'forego', 'tool', 'tcojsrczg', 'tcobtpnzutji']"
7690,obesity,"Expertos certificados en manejo de sobrepeso, obesidad y enfermedades metabólicas. KO Obesity Cuernavaca 

Agenda tu cita: 📅
777 451 9958
Hospital San Diego, Consultorio 407
#CirugíaBariátrica
#nutricion
#psicologia t.co/KKrl4B4q97","['experto', 'certificado', 'en', 'manejo', 'de', 'sobrepeso', 'obesidad', 'enfermedad', 'metabólica', 'ko', 'obes', 'cuernavaca', 'agenda', 'tu', 'cita', 'hospit', 'san', 'diego', 'consultorio', 'cirugíabariátrica', 'nutricion', 'psicologia', 'tcokkrlbq']"
7691,obesity,"Falsely low BNP = High body mass (obesity)
Falsely higher BNP = advanced age, pulmonary disease, renal disease
Adjust your assessment accordingly","['fals', 'low', 'bnp', 'high', 'bodi', 'mass', 'obes', 'fals', 'higher', 'bnp', 'advanc', 'age', 'pulmonari', 'diseas', 'renal', 'diseas', 'adjust', 'assess', 'accordingli']"
7696,obesity,Thinking of doing systems interventions for obesity? Answering these questions may help to guide you: Improving the reporting of intervention studies underpinned by a systems approach to address obesity or other public health challenges t.co/G6wx071Z2N,"['think', 'system', 'intervent', 'obes', 'answer', 'question', 'may', 'help', 'guid', 'improv', 'report', 'intervent', 'studi', 'underpin', 'system', 'approach', 'address', 'obes', 'public', 'health', 'challeng', 'tcogwxzn']"
7698,obesity,I'm about halfway through with The Obesity Code. @drjasonfung has some great metaphors and analogies to explain how complicated systems work in our body.,"['im', 'halfway', 'obes', 'code', 'drjasonfung', 'great', 'metaphor', 'analog', 'explain', 'complic', 'system', 'work', 'bodi']"
7699,obesity,"داروهای جدید لاغری، سود شرکت‌های داروسازی را چاق می‌کند.

Obesity kills millions every year, yet drug companies and doctors have mainly focused on treating diseases caused by excess pounds, such as diabetes, rather than waistlines themselves t.co/TwOUSFo4uU","['داروهای', 'جدید', 'لاغری', 'سود', 'شرکت', 'های', 'داروسازی', 'را', 'چاق', 'می', 'کند', 'obes', 'kill', 'million', 'everi', 'year', 'yet', 'drug', 'compani', 'doctor', 'mainli', 'focus', 'treat', 'diseas', 'caus', 'excess', 'pound', 'diabet', 'rather', 'waistlin', 'tcotwousfouu']"
7715,obesity,"Climate change leading to more childhood obesity with less physical activity, study finds t.co/oJ7fVd5XoV","['climat', 'chang', 'lead', 'childhood', 'obes', 'less', 'physic', 'activ', 'studi', 'find', 'tcoojfvdxov']"
7718,obesity,"@bakrantz @JoeSmit73584760 that's *percentage* of macros

actual intake of fat went up

also notice that graph cuts off the last 20y, when carbs went DOWN yet obesity went UP t.co/hhp4lY8oTY","['bakrantz', 'joesmit', 'that', 'percentag', 'macro', 'actual', 'intak', 'fat', 'went', 'also', 'notic', 'graph', 'cut', 'last', 'carb', 'went', 'yet', 'obes', 'went', 'tcohhplyoti']"
7721,obesity,"Bill Maher Rails on Obesity and 'Body Positivity' Calling it a Catastrophe

 t.co/Ke3irbQazJ via @TMZ 
@billmaher @RealTimers #BillMaher","['bill', 'maher', 'rail', 'obes', 'bodi', 'posit', 'call', 'catastroph', 'tcokeirbqazj', 'via', 'tmz', 'billmah', 'realtim', 'billmah']"
7723,obesity,"It's not obesity driving down Pentagon recuritment.
t.co/DMy1kf4dMT","['obes', 'drive', 'pentagon', 'recurit', 'tcodmykfdmt']"
7728,obesity,"@Takeactioncan How in the world are we gonna remember all these brand new causes of heart attacks?! 

Used to be smoking, obesity, diabetes, hypertension, fam hist.

Now we also have to ask if they live near an airport, had a cold shower, are lonely or had a rise in their energy bill lately 🥴","['takeactioncan', 'world', 'gonna', 'rememb', 'brand', 'new', 'caus', 'heart', 'attack', 'use', 'smoke', 'obes', 'diabet', 'hypertens', 'fam', 'hist', 'also', 'ask', 'live', 'near', 'airport', 'cold', 'shower', 'lone', 'rise', 'energi', 'bill', 'late', '']"
7733,obesity,@theamericanrd @billmaher @RealTimers @ConscienHealth @BuildUpRDNs Nice article. An entire documentary series could go into the obesity epidemic. You can’t really boil it down to a TV clip.,"['theamericanrd', 'billmah', 'realtim', 'conscienhealth', 'builduprdn', 'nice', 'articl', 'entir', 'documentari', 'seri', 'could', 'go', 'obes', 'epidem', 'realli', 'boil', 'tv', 'clip']"
7744,obesity,Make the most of the healthy diet solution so as to get rid of your obesity hastily and then bring back health care   t.co/30AiyQSw6L,"['make', 'healthi', 'diet', 'solut', 'get', 'rid', 'obes', 'hastili', 'bring', 'back', 'health', 'care', 'tcoaiyqswl']"
7747,obesity,"@SWVirgo432 I am not condoning the obesity epidemic by identifying these bodies as male. I think maybe that’s why some men get angry? I will add that men are part of the obesity issue, so I don’t even get their offense, anyway.","['swvirgo', 'condon', 'obes', 'epidem', 'identifi', 'bodi', 'male', 'think', 'mayb', 'men', 'get', 'angri', 'add', 'men', 'part', 'obes', 'issu', 'even', 'get', 'offens', 'anyway']"
7751,obesity,"Statin therapy is not warranted for a person with high... : Current Opinion in Endocrinology, Diabetes and Obesity t.co/wPR1fuWHzp","['statin', 'therapi', 'warrant', 'person', 'high', 'current', 'opinion', 'endocrinolog', 'diabet', 'obes', 'tcowprfuwhzp']"
7760,obesity,"STOOOOOOP  underactive thyroid, Cushing syndrome polycystic ovary syndrome
La prédisposition génétique …… w zid w zid les causes dl obesity li may9drouch ithaydo b un simple (get your ass to the gym ) tahed makreh ikoun f le poid idéal","['stoooooop', 'underact', 'thyroid', 'cush', 'syndrom', 'polycyst', 'ovari', 'syndrom', 'la', 'prédisposit', 'génétiqu', 'w', 'zid', 'w', 'zid', 'le', 'caus', 'dl', 'obes', 'li', 'maydrouch', 'ithaydo', 'b', 'un', 'simpl', 'get', 'ass', 'gym', 'tahe', 'makreh', 'ikoun', 'f', 'le', 'poid', 'idéal']"
7763,obesity,"La obesidad es un problema del país- no del IMSS. Requiere un enfoque multi-disciplinario y de política pública. ⁦@TecSaludMX⁩ con Institute for Obesity Research estamos buscando soluciones 
Reconoce IMSS fracaso para detener males crónicos
t.co/PPO1dKZM5g","['la', 'obesidad', 'es', 'un', 'problema', 'del', 'paí', 'del', 'imss', 'requier', 'un', 'enfoqu', 'multidisciplinario', 'de', 'política', 'pública', 'tecsaludmx', 'con', 'institut', 'obes', 'research', 'estamo', 'buscando', 'solucion', 'reconoc', 'imss', 'fracaso', 'para', 'deten', 'male', 'crónico', 'tcoppodkzmg']"
7765,obesity,"Effectiveness of Early Time-Restricted Eating for Weight Loss, Fat Loss, and Cardiometabolic Health in Adults With Obesity: A Randomized Clinical Trial | Lifestyle Behaviors | JAMA Internal Medicine | JAMA Network t.co/0GOQjkC49y","['effect', 'earli', 'timerestrict', 'eat', 'weight', 'loss', 'fat', 'loss', 'cardiometabol', 'health', 'adult', 'obes', 'random', 'clinic', 'trial', 'lifestyl', 'behavior', 'jama', 'intern', 'medicin', 'jama', 'network', 'tcogoqjkci']"
7772,obesity,"I don’t mean to be the food police, but i just see too much suffering from obesity and diabetes to relate","['mean', 'food', 'polic', 'see', 'much', 'suffer', 'obes', 'diabet', 'relat']"
7775,obesity,"@BurpeesCure It's definitely added fat. See the thread. 

t.co/CVmYleNGsy

Effective anti-obesity drugs work on this pathway.","['burpeescur', 'definit', 'ad', 'fat', 'see', 'thread', 'tcocvmylengsi', 'effect', 'antiobes', 'drug', 'work', 'pathway']"
7776,obesity,Not Cooked #Potato but French Fried that Elevates the Risk of #Obesity and Type 2 #diabetes t.co/0Lw54nHi8P,"['cook', 'potato', 'french', 'fri', 'elev', 'risk', 'obes', 'type', 'diabet', 'tcolwnhip']"
7778,obesity,Giving up obesity in record time will start because of getting back ones health care utilising the selective information set loose from this video presentation t.co/ubbwNXSkA4,"['give', 'obes', 'record', 'time', 'start', 'get', 'back', 'one', 'health', 'care', 'utilis', 'select', 'inform', 'set', 'loos', 'video', 'present', 'tcoubbwnxska']"
7780,obesity,Great discussion on cardiovascular health and chronic disease with Heart surgeon Dr. Phil Ovadia t.co/zpaty38UcF @ifixhearts #chronicdisease #visceralfat #obesity #weightloss already looking forward to a sequel. Class podcast &amp; operation. Impressive content.,"['great', 'discuss', 'cardiovascular', 'health', 'chronic', 'diseas', 'heart', 'surgeon', 'dr', 'phil', 'ovadia', 'tcozpatyucf', 'ifixheart', 'chronicdiseas', 'visceralfat', 'obes', 'weightloss', 'alreadi', 'look', 'forward', 'sequel', 'class', 'podcast', 'amp', 'oper', 'impress', 'content']"
7784,obesity,@gdsa006 of increasing obesity,"['gdsa', 'increas', 'obes']"
7786,obesity,#BodyHealth Melting away obesity promptly takes place because of mending some health and well being implementing the points stated available in this business site t.co/LZX20PRMFm t.co/zSdDWZTIWz,"['bodyhealth', 'melt', 'away', 'obes', 'promptli', 'take', 'place', 'mend', 'health', 'well', 'implement', 'point', 'state', 'avail', 'busi', 'site', 'tcolzxprmfm', 'tcozsddwztiwz']"
7788,obesity,"Why are so many of the people in otherwise nice mountain/ski/climber/biker towns dysgenic (presumably leftists)?

Small rural areas usually dysgenic too on the obesity front.

Maybe North America thing?

Has it gotten worse past 5 years or was I just not paying attention before?","['mani', 'peopl', 'otherwis', 'nice', 'mountainskiclimberbik', 'town', 'dysgen', 'presum', 'leftist', 'small', 'rural', 'area', 'usual', 'dysgen', 'obes', 'front', 'mayb', 'north', 'america', 'thing', 'gotten', 'wors', 'past', 'year', 'pay', 'attent']"
7793,obesity,"And PS, my mom’s struggle with obesity is long and sad, riddled with mental issues. And yet she has always taken full responsibility for the position she’s in now. I told her I wanted to vacay back to my birthplace in England and her first words to me were “time to lose weight.”","['ps', 'mom', 'struggl', 'obes', 'long', 'sad', 'riddl', 'mental', 'issu', 'yet', 'alway', 'taken', 'full', 'respons', 'posit', 'told', 'want', 'vacay', 'back', 'birthplac', 'england', 'first', 'word', 'time', 'lose', 'weight', '']"
7798,obesity,#FatBurning #Workout Loads of adult men and women will most likely eliminate obesity almost instantly by just working with this excellent system t.co/iQWMLhyHig t.co/N6gssgk0NK,"['fatburn', 'workout', 'load', 'adult', 'men', 'women', 'like', 'elimin', 'obes', 'almost', 'instantli', 'work', 'excel', 'system', 'tcoiqwmlhyhig', 'tcongssgknk']"
7800,obesity,"@pvmarquez1956 @andresvecino @JoseA_Ocampo @petrogustavo @MinHacienda @andinomom @JeremyVeillard @drkellyhenning @WBG_Health This is what I’d call an over generalization. 
Surely sugary drinks -&gt; obesity but evidence on taxes -&gt; obesity is slim (sorry the pun).","['pvmarquez', 'andresvecino', 'joseaocampo', 'petrogustavo', 'minhacienda', 'andinomom', 'jeremyveillard', 'drkellyhen', 'wbghealth', 'call', 'gener', 'sure', 'sugari', 'drink', 'gt', 'obes', 'evid', 'tax', 'gt', 'obes', 'slim', 'sorri', 'pun']"
7804,obesity,"Anyone that claims they are worried about climate change but
ignores the clear impact that the overconsumption that leads to obesity as well as being obese in general has on carbon emissions is clearly not actually worried at all about the climate.","['anyon', 'claim', 'worri', 'climat', 'chang', 'ignor', 'clear', 'impact', 'overconsumpt', 'lead', 'obes', 'well', 'obes', 'gener', 'carbon', 'emiss', 'clearli', 'actual', 'worri', 'climat']"
7808,obesity,#pcos #TIMETOTALKABOUTIT #womenshealth #health #obesity #weightloss #pcosttc t.co/NCDW8lYdbo,"['pco', 'timetotalkaboutit', 'womenshealth', 'health', 'obes', 'weightloss', 'pcosttc', 'tconcdwlydbo']"
7813,obesity,Does the risk for childhood obesity increase if a mom drinks coffee during pregnancy? Find out! t.co/3MO2qhzqXm,"['risk', 'childhood', 'obes', 'increas', 'mom', 'drink', 'coffe', 'pregnanc', 'find', 'tcomoqhzqxm']"
7824,obesity,Not Cooked #Potato but French Fried that Elevates the Risk of Obesity and Type 2 #diabetes t.co/MfcQR2FgR5,"['cook', 'potato', 'french', 'fri', 'elev', 'risk', 'obes', 'type', 'diabet', 'tcomfcqrfgr']"
7827,obesity,#FitnessAddict #GymLife #AmazingBody You are risking ones health care if you are keeping obesity; check this distinguished page t.co/f5xgMJMBmi t.co/5Y9xle0otk,"['fitnessaddict', 'gymlif', 'amazingbodi', 'risk', 'one', 'health', 'care', 'keep', 'obes', 'check', 'distinguish', 'page', 'tcofxgmjmbmi', 'tcoyxleotk']"
7829,obesity,"@TravisWidmann @MatthewJDalby Like yes, you are correct taking poop pills will probably not have meaningful impact on obesity in a vacuum and I am glad it is now well documented, but I desperately want someone else to take the next step!","['traviswidmann', 'matthewjdalbi', 'like', 'ye', 'correct', 'take', 'poop', 'pill', 'probabl', 'meaning', 'impact', 'obes', 'vacuum', 'glad', 'well', 'document', 'desper', 'want', 'someon', 'els', 'take', 'next', 'step']"
7836,obesity,"1. Plates! Is it mom, wife, or girlfriends duty?! 
2. Kids or Husbands! Who dies first? And who’s quicker to replace?!
3. Dinner rolls/Appetizers! Tasty pre meal treat…..or road to obesity?! 

Rinse/Repeat.","['', 'plate', 'mom', 'wife', 'girlfriend', 'duti', 'kid', 'husband', 'die', 'first', 'quicker', 'replac', 'dinner', 'rollsappet', 'tasti', 'pre', 'meal', 'treat', 'road', 'obes', 'rinserepeat']"
7842,obesity,Smorgasbord Health Column – Size Matters: The Sequel – #Morbid Obesity – #CandidaAlbicans – Eliminating Refined Sugars by Sally Cronin t.co/LUoUDl6G86,"['smorgasbord', 'health', 'column', 'size', 'matter', 'sequel', 'morbid', 'obes', 'candidaalbican', 'elimin', 'refin', 'sugar', 'salli', 'cronin', 'tcoluoudlg']"
7843,obesity,"Patimokkha - In Thailand, this set of regulations is thought to partially explain, among other noncommunicable diseases (NCDs), an enormous uptick in obesity and hypertension among the monks. @Thitipong_Top @NLukkahatai @UOW_VC 
t.co/d3Yl6uzVfp","['patimokkha', 'thailand', 'set', 'regul', 'thought', 'partial', 'explain', 'among', 'noncommunic', 'diseas', 'ncd', 'enorm', 'uptick', 'obes', 'hypertens', 'among', 'monk', 'thitipongtop', 'nlukkahatai', 'uowvc', 'tcodyluzvfp']"
7844,obesity,"You will see better capability, an enhanced body system plus along with scale down obesity in the event that you look at my scheme t.co/NEYn4xY55u","['see', 'better', 'capabl', 'enhanc', 'bodi', 'system', 'plu', 'along', 'scale', 'obes', 'event', 'look', 'scheme', 'tconeynxyu']"
7848,obesity,"@DanMunro @costplusdrugs @mcuban Life expectancy differences among countries is just one flawed measure of healthcare effectiveness (ignores pain, disability, different measures or neonatal mortality, guns, drugs, access to healthcare, obesity, suicide, &amp; much else).","['danmunro', 'costplusdrug', 'mcuban', 'life', 'expect', 'differ', 'among', 'countri', 'one', 'flaw', 'measur', 'healthcar', 'effect', 'ignor', 'pain', 'disabl', 'differ', 'measur', 'neonat', 'mortal', 'gun', 'drug', 'access', 'healthcar', 'obes', 'suicid', 'amp', 'much', 'els']"
7852,obesity,"Learning of food preferences: mechanisms and implications for obesity &amp; metabolic diseases

 t.co/sqZgsGMZWM","['learn', 'food', 'prefer', 'mechan', 'implic', 'obes', 'amp', 'metabol', 'diseas', 'tcosqzgsgmzwm']"
7861,obesity,"@RLabuszewski Too much of anything is unhealthy. We have a serious obesity problem. Humans are evolving to be overweight slobs. Plus, average brain size has fallen 10,000 over 50,000 years. We're inactive and can't stop eating.","['rlabuszewski', 'much', 'anyth', 'unhealthi', 'seriou', 'obes', 'problem', 'human', 'evolv', 'overweight', 'slob', 'plu', 'averag', 'brain', 'size', 'fallen', 'year', 'inact', 'cant', 'stop', 'eat']"
7863,obesity,"@DiscoStew66 @ElieJarrougeMD According to the CIM theory of obesity, in China in the 1970s when the diet was 95% rice (GI= 66 compared to 63 for sucrose and 58 for pasta) everyone should have been massively obese. Yet obesity was 2%. This is a fun game. Now its your turn.","['discostew', 'eliejarrougemd', 'accord', 'cim', 'theori', 'obes', 'china', 'diet', 'rice', 'gi', 'compar', 'sucros', 'pasta', 'everyon', 'massiv', 'obes', 'yet', 'obes', 'fun', 'game', 'turn']"
7868,obesity,"Ever wondered about DOAC use in obesity? Learn more on our next #TeachingTuesday courtesy of @FrancesNicole21, a PharmD Candidate at Nova Southeastern University. t.co/atGQyfflYc","['ever', 'wonder', 'doac', 'use', 'obes', 'learn', 'next', 'teachingtuesday', 'courtesi', 'francesnicol', 'pharmd', 'candid', 'nova', 'southeastern', 'univers', 'tcoatgqyfflyc']"
7869,obesity,nikocado avocado looking back at the camera gagged after his friend said he had OBCD (obesity) instead of OCD reaction video t.co/eHeW43xBLR,"['nikocado', 'avocado', 'look', 'back', 'camera', 'gag', 'friend', 'said', 'obcd', 'obes', 'instead', 'ocd', 'reaction', 'video', 'tcoehewxblr']"
7888,obesity,"@vanOnselenP @australian Obesity &amp; many other conditions are the inevitable result of a combination of processed foods, poor dietary education for doctors &amp; a health industry focused on treating instead of preventing illness. My shortcut remedy for all of this: don’t eat anything that comes in a packet.","['vanonselenp', 'australian', 'obes', 'amp', 'mani', 'condit', 'inevit', 'result', 'combin', 'process', 'food', 'poor', 'dietari', 'educ', 'doctor', 'amp', 'health', 'industri', 'focus', 'treat', 'instead', 'prevent', 'ill', 'shortcut', 'remedi', 'eat', 'anyth', 'come', 'packet']"
7889,obesity,Does the risk for childhood obesity increase if a mom drinks coffee during pregnancy? Find out! t.co/3MO2qhzqXm,"['risk', 'childhood', 'obes', 'increas', 'mom', 'drink', 'coffe', 'pregnanc', 'find', 'tcomoqhzqxm']"
7890,obesity,Animal fats are clearly responsible for the increase in obesity and chronic disease as can easily be deduced from this graph………… oh wait😜 t.co/4QAPkC7jUR,"['anim', 'fat', 'clearli', 'respons', 'increas', 'obes', 'chronic', 'diseas', 'easili', 'deduc', 'graph', 'oh', 'wait', 'tcoqapkcjur']"
7895,obesity,#ResearchLetter: Increased prescription of #tirzepatide could have large effects on the control of #diabetes and #obesity. @NicholasChiuMD @RahulAggarwalMD @DLBhattMD #AHAJournals t.co/My0EEyUtKy,"['researchlett', 'increas', 'prescript', 'tirzepatid', 'could', 'larg', 'effect', 'control', 'diabet', 'obes', 'nicholaschiumd', 'rahulaggarwalmd', 'dlbhattmd', 'ahajourn', 'tcomyeeyutki']"
7898,obesity,Experimental overfeeding of animals is a powerful yet underappreciated method to investigate the defense mechanisms against #weight gain #obesity @MolMetab  @ClemmensenC t.co/Td0rOKfDpf t.co/mTzYw1U635,"['experiment', 'overfeed', 'anim', 'power', 'yet', 'underappreci', 'method', 'investig', 'defens', 'mechan', 'weight', 'gain', 'obes', 'molmetab', 'clemmensenc', 'tcotdrokfdpf', 'tcomtzywu']"
7904,obesity,"There are evidence-based ways to address obesity stigma and bias. This is it, right here.","['evidencebas', 'way', 'address', 'obes', 'stigma', 'bia', 'right']"
7908,obesity,"Yes wonderful Tennessee, rate 40th in healthcare, 33rd in education, 42nd in crime and 39th in the environment. 13th highest child obesity rate, 11th highest maternal mortality rate, 12th highest poverty rate. Yes, let’s take a lesson from Tennessee on how not to do things.","['ye', 'wonder', 'tennesse', 'rate', 'th', 'healthcar', 'rd', 'educ', 'nd', 'crime', 'th', 'environ', 'th', 'highest', 'child', 'obes', 'rate', 'th', 'highest', 'matern', 'mortal', 'rate', 'th', 'highest', 'poverti', 'rate', 'ye', 'let', 'take', 'lesson', 'tennesse', 'thing']"
7909,obesity,"@FritsV4 @RepTimBurchett Yes wonderful Tennessee, rate 40th in healthcare, 33rd in education, 42nd in crime and 39th in the environment. 13th highest child obesity rate, 11th highest maternal mortality rate, 12th highest poverty rate. Yes, let’s take a lesson from Tennessee on how not to do things.","['fritsv', 'reptimburchett', 'ye', 'wonder', 'tennesse', 'rate', 'th', 'healthcar', 'rd', 'educ', 'nd', 'crime', 'th', 'environ', 'th', 'highest', 'child', 'obes', 'rate', 'th', 'highest', 'matern', 'mortal', 'rate', 'th', 'highest', 'poverti', 'rate', 'ye', 'let', 'take', 'lesson', 'tennesse', 'thing']"
7914,obesity,"Poor diets and inactivity causes obesity, you hacks…","['poor', 'diet', 'inact', 'caus', 'obes', 'hack', '']"
7924,obesity,"The other thing I'd point to when thinking about causes of obesity is that we didn't eat out much, and when we did, portion sizes of things like fries and drinks were so much smaller than they are today.","['thing', 'id', 'point', 'think', 'caus', 'obes', 'didnt', 'eat', 'much', 'portion', 'size', 'thing', 'like', 'fri', 'drink', 'much', 'smaller', 'today']"
7927,obesity,"#MensFatLoss You'll have additional strength; significantly greater body and as well , on top of that get rid off obesity in the event that you assimilate the foregoing tool t.co/MtQQkhxxNn t.co/Zoe8pHhaFJ","['mensfatloss', 'youll', 'addit', 'strength', 'significantli', 'greater', 'bodi', 'well', 'top', 'get', 'rid', 'obes', 'event', 'assimil', 'forego', 'tool', 'tcomtqqkhxxnn', 'tcozoephhafj']"
