,topic,tweet,tweet_tokenized
7168,soda obesity,"@iamwhatiam300 According to U.S. Framingham Heart Study, drinking just one can of soda daily has been linked to obesity, increased waist size, high blood pressure, high cholesterol, increased risk of type 2 diabetes and heart attack, stroke, poorer memory, smaller brain volume, and dementia.","['iamwhatiam', 'according', 'to', 'us', 'framingham', 'heart', 'study', 'drinking', 'just', 'one', 'can', 'of', 'soda', 'daily', 'has', 'been', 'linked', 'to', 'obesity', 'increased', 'waist', 'size', 'high', 'blood', 'pressure', 'high', 'cholesterol', 'increased', 'risk', 'of', 'type', 'diabetes', 'and', 'heart', 'attack', 'stroke', 'poorer', 'memory', 'smaller', 'brain', 'volume', 'and', 'dementia']"
7175,soda obesity,"Put down that soda! Study in mice in @cellcellpress shows that #sugar disrupts the #microbiome, eliminating protection against obesity and diabetes by reducing the number of immune cells that slow the absorption of bad lipids from the intestines. t.co/7TDDTbtYFP","['put', 'down', 'that', 'soda', 'study', 'in', 'mice', 'in', 'cellcellpress', 'shows', 'that', 'sugar', 'disrupts', 'the', 'microbiome', 'eliminating', 'protection', 'against', 'obesity', 'and', 'diabetes', 'by', 'reducing', 'the', 'number', 'of', 'immune', 'cells', 'that', 'slow', 'the', 'absorption', 'of', 'bad', 'lipids', 'from', 'the', 'intestines', 'tcotddtbtyfp']"
7178,soda obesity,"@UncleMemester @AmericanaMama_ There is not one benefit of redeeming value of any kind about soda, in whatever form it comes in.

obesity 
tooth decay
diabetes 
kidney stones &amp; kidney disease
high blood pressure
thyroid disease 
pancreatic problems 
insulin resistance","['unclememester', 'americanamama', 'there', 'is', 'not', 'one', 'benefit', 'of', 'redeeming', 'value', 'of', 'any', 'kind', 'about', 'soda', 'in', 'whatever', 'form', 'it', 'comes', 'in', 'obesity', 'tooth', 'decay', 'diabetes', 'kidney', 'stones', 'amp', 'kidney', 'disease', 'high', 'blood', 'pressure', 'thyroid', 'disease', 'pancreatic', 'problems', 'insulin', 'resistance']"
7179,soda obesity,I think diet soda is just as bad as regular soda. I don't drink either and think both promote obesity.,"['i', 'think', 'diet', 'soda', 'is', 'just', 'as', 'bad', 'as', 'regular', 'soda', 'i', 'dont', 'drink', 'either', 'and', 'think', 'both', 'promote', 'obesity']"
7180,soda obesity,"Americans traded sunlight for TV and water for insane amounts of soda, and then we wonder why obesity is our biggest health issue.","['americans', 'traded', 'sunlight', 'for', 'tv', 'and', 'water', 'for', 'insane', 'amounts', 'of', 'soda', 'and', 'then', 'we', 'wonder', 'why', 'obesity', 'is', 'our', 'biggest', 'health', 'issue']"
7184,soda obesity,"I grew up with a huge veggie garden, soda was rare (holidays), I had 2 Happy Meals a year &amp; a birthday pizza (those were a big deal.) I also had a bicycle and spent many hours a week on it.

I was a child, teen and adult with obesity.

Don’t make assumptions based on stereotypes.","['i', 'grew', 'up', 'with', 'a', 'huge', 'veggie', 'garden', 'soda', 'was', 'rare', 'holidays', 'i', 'had', 'happy', 'meals', 'a', 'year', 'amp', 'a', 'birthday', 'pizza', 'those', 'were', 'a', 'big', 'deal', 'i', 'also', 'had', 'a', 'bicycle', 'and', 'spent', 'many', 'hours', 'a', 'week', 'on', 'it', 'i', 'was', 'a', 'child', 'teen', 'and', 'adult', 'with', 'obesity', 'don', 't', 'make', 'assumptions', 'based', 'on', 'stereotypes']"
7187,soda obesity,"Obesity researchers maintain faith in soda taxes, though there is little evidence that they actually promote weight loss. t.co/Cvf5hkCwAE","['obesity', 'researchers', 'maintain', 'faith', 'in', 'soda', 'taxes', 'though', 'there', 'is', 'little', 'evidence', 'that', 'they', 'actually', 'promote', 'weight', 'loss', 'tcocvfhkcwae']"
7188,soda obesity,"Sugar is harmful to health. It's linked to obesity, diabetes, heart disease, cancer, a fatty liver, arthritis, fatigue and memory loss.

Make a goal to quit, starting by taking much less sugar in tea and in sugar rich foods like soda, cake, cookies, doughnuts and packed juices. t.co/SXGBNwOAq9","['sugar', 'is', 'harmful', 'to', 'health', 'its', 'linked', 'to', 'obesity', 'diabetes', 'heart', 'disease', 'cancer', 'a', 'fatty', 'liver', 'arthritis', 'fatigue', 'and', 'memory', 'loss', 'make', 'a', 'goal', 'to', 'quit', 'starting', 'by', 'taking', 'much', 'less', 'sugar', 'in', 'tea', 'and', 'in', 'sugar', 'rich', 'foods', 'like', 'soda', 'cake', 'cookies', 'doughnuts', 'and', 'packed', 'juices', 'tcosxgbnwoaq']"
7189,soda obesity,"EBT and it’s use to buy so much Soda, Cookies, chips etc is a main culprit for Obesity. 

Govt should limit it to ONLY nutritional dense foods.","['ebt', 'and', 'it', 's', 'use', 'to', 'buy', 'so', 'much', 'soda', 'cookies', 'chips', 'etc', 'is', 'a', 'main', 'culprit', 'for', 'obesity', 'govt', 'should', 'limit', 'it', 'to', 'only', 'nutritional', 'dense', 'foods']"
7194,soda obesity,"@CheriLev @LMWeinstockPhD That’s quite a caveat. What % of Americans have a balanced diet? And how does this intersect with the rising rate of obesity and health related consequences? Doesn’t fly to treat Fried Twix bars with a Jarrito soda as equivalent to any other food/drink.

t.co/PhpBkPvkKN","['cherilev', 'lmweinstockphd', 'that', 's', 'quite', 'a', 'caveat', 'what', 'of', 'americans', 'have', 'a', 'balanced', 'diet', 'and', 'how', 'does', 'this', 'intersect', 'with', 'the', 'rising', 'rate', 'of', 'obesity', 'and', 'health', 'related', 'consequences', 'doesn', 't', 'fly', 'to', 'treat', 'fried', 'twix', 'bars', 'with', 'a', 'jarrito', 'soda', 'as', 'equivalent', 'to', 'any', 'other', 'fooddrink', 'tcophpbkpvkkn']"
7197,soda obesity,"Research has proven that sugary drinks increase the risk of obesity, as well as heart disease, diabetes, and gout. A typical 20-ounce soda contains 240 calories or more

t.co/zAsni6qwQ1","['research', 'has', 'proven', 'that', 'sugary', 'drinks', 'increase', 'the', 'risk', 'of', 'obesity', 'as', 'well', 'as', 'heart', 'disease', 'diabetes', 'and', 'gout', 'a', 'typical', 'ounce', 'soda', 'contains', 'calories', 'or', 'more', 'tcozasniqwq']"
7200,soda obesity,"1. Stop drinking calories

Especially soda. Most sugars are unhealthy, but fructose may be the worst. It has been linked to higher rates of diabetes, obesity, insulin resistance, and fatty liver disease.","['', 'stop', 'drinking', 'calories', 'especially', 'soda', 'most', 'sugars', 'are', 'unhealthy', 'but', 'fructose', 'may', 'be', 'the', 'worst', 'it', 'has', 'been', 'linked', 'to', 'higher', 'rates', 'of', 'diabetes', 'obesity', 'insulin', 'resistance', 'and', 'fatty', 'liver', 'disease']"
7202,soda obesity,"Simply removing Drinks and Candies from the checkout lines can do so much for the Obesity Epidemic

Watch how many people will just grab a candy bar or a soda simply because it's right there, acting on impulse","['simply', 'removing', 'drinks', 'and', 'candies', 'from', 'the', 'checkout', 'lines', 'can', 'do', 'so', 'much', 'for', 'the', 'obesity', 'epidemic', 'watch', 'how', 'many', 'people', 'will', 'just', 'grab', 'a', 'candy', 'bar', 'or', 'a', 'soda', 'simply', 'because', 'its', 'right', 'there', 'acting', 'on', 'impulse']"
7204,soda obesity,"If you don’t watch and love Amazon’s latest series, think obesity and soda are unequivocally good, and have absolute faith in the ability of Wall Street’s largest institutional investors to manage systemic risks, you may need to check your privilege.","['if', 'you', 'don', 't', 'watch', 'and', 'love', 'amazon', 's', 'latest', 'series', 'think', 'obesity', 'and', 'soda', 'are', 'unequivocally', 'good', 'and', 'have', 'absolute', 'faith', 'in', 'the', 'ability', 'of', 'wall', 'street', 's', 'largest', 'institutional', 'investors', 'to', 'manage', 'systemic', 'risks', 'you', 'may', 'need', 'to', 'check', 'your', 'privilege']"
7210,soda obesity,"Reminds me of the campaign by the sugar industry to blame the fats industry for the explosion in obesity in the 1980s. “Fat obviously makes you fat. Here have another soda.”

Here its, “all you greedy consumers need to pay for the climate mess you made. We have oil to drill.” t.co/C6oTdSUWEt","['reminds', 'me', 'of', 'the', 'campaign', 'by', 'the', 'sugar', 'industry', 'to', 'blame', 'the', 'fats', 'industry', 'for', 'the', 'explosion', 'in', 'obesity', 'in', 'the', 's', 'fat', 'obviously', 'makes', 'you', 'fat', 'here', 'have', 'another', 'soda', 'here', 'its', 'all', 'you', 'greedy', 'consumers', 'need', 'to', 'pay', 'for', 'the', 'climate', 'mess', 'you', 'made', 'we', 'have', 'oil', 'to', 'drill', 'tcocotdsuwet']"
7215,soda obesity,"@AbKnoxiousName @DashDobrofsky And high fructose corn syrup. I heard a nutritionist on NPR say that when the soda companies started using it, it made it so much more profitable, that it begat the Big Gulp, then the super sizing of fast food &amp; larger portions at casual dining restaurants. Obesity crisis started","['abknoxiousname', 'dashdobrofsky', 'and', 'high', 'fructose', 'corn', 'syrup', 'i', 'heard', 'a', 'nutritionist', 'on', 'npr', 'say', 'that', 'when', 'the', 'soda', 'companies', 'started', 'using', 'it', 'it', 'made', 'it', 'so', 'much', 'more', 'profitable', 'that', 'it', 'begat', 'the', 'big', 'gulp', 'then', 'the', 'super', 'sizing', 'of', 'fast', 'food', 'amp', 'larger', 'portions', 'at', 'casual', 'dining', 'restaurants', 'obesity', 'crisis', 'started']"
7220,soda obesity,Think #candy and #chocolate is to blame for rising #obesity rates in the US? think again! New research points the finger at sweet baked goods and soda -- potentially triggering new regulation and public health campaigns: t.co/uRXbBv7zon,"['think', 'candy', 'and', 'chocolate', 'is', 'to', 'blame', 'for', 'rising', 'obesity', 'rates', 'in', 'the', 'us', 'think', 'again', 'new', 'research', 'points', 'the', 'finger', 'at', 'sweet', 'baked', 'goods', 'and', 'soda', 'potentially', 'triggering', 'new', 'regulation', 'and', 'public', 'health', 'campaigns', 'tcourxbbvzon']"
7222,soda obesity,"With sugar's link to obesity and an increased risk of #diabetes, soda taxes have been implemented in several cities across the U.S. with the aim of reducing sugar intake from sugar sweetened beverages. 

 Read more here: t.co/NmhX4VRd4D

@LozanoRojasF1 @Patrick242018 t.co/klAxyZAOGh","['with', 'sugars', 'link', 'to', 'obesity', 'and', 'an', 'increased', 'risk', 'of', 'diabetes', 'soda', 'taxes', 'have', 'been', 'implemented', 'in', 'several', 'cities', 'across', 'the', 'us', 'with', 'the', 'aim', 'of', 'reducing', 'sugar', 'intake', 'from', 'sugar', 'sweetened', 'beverages', 'read', 'more', 'here', 'tconmhxvrdd', 'lozanorojasf', 'patrick', 'tcoklaxyzaogh']"
7224,soda obesity,"Kama Engagement tuu tunakupa leo, Soda, biskuti hazionekani ila chakula cha Enna kimewashutua swala la Obesity?? I mean WTF what kind of roho mbaya is this?","['kama', 'engagement', 'tuu', 'tunakupa', 'leo', 'soda', 'biskuti', 'hazionekani', 'ila', 'chakula', 'cha', 'enna', 'kimewashutua', 'swala', 'la', 'obesity', 'i', 'mean', 'wtf', 'what', 'kind', 'of', 'roho', 'mbaya', 'is', 'this']"
7234,soda obesity,Hard to think of a worse product for public health than @CocaCola — obesity is a major risk factor for Covid-19 and soda contributes hugely to obesity — but they used the pandemic as a marketing opportunity in little shops and restaurants all around the world. t.co/qhIuInb1ZW,"['hard', 'to', 'think', 'of', 'a', 'worse', 'product', 'for', 'public', 'health', 'than', 'cocacola', 'obesity', 'is', 'a', 'major', 'risk', 'factor', 'for', 'covid', 'and', 'soda', 'contributes', 'hugely', 'to', 'obesity', 'but', 'they', 'used', 'the', 'pandemic', 'as', 'a', 'marketing', 'opportunity', 'in', 'little', 'shops', 'and', 'restaurants', 'all', 'around', 'the', 'world', 'tcoqhiuinbzw']"
7236,soda obesity,"For years, Big Soda companies have been handing out millions of dollars in an attempt to prove that their drinks are NOT the cause of obesity. The New York Times recently exposed one Big Soda company that paid $1.5 million to fund their own research group. @NeverlankC","['for', 'years', 'big', 'soda', 'companies', 'have', 'been', 'handing', 'out', 'millions', 'of', 'dollars', 'in', 'an', 'attempt', 'to', 'prove', 'that', 'their', 'drinks', 'are', 'not', 'the', 'cause', 'of', 'obesity', 'the', 'new', 'york', 'times', 'recently', 'exposed', 'one', 'big', 'soda', 'company', 'that', 'paid', 'million', 'to', 'fund', 'their', 'own', 'research', 'group', 'neverlankc']"
7240,soda obesity,"@yiwakawa Not allowing junk food~chips, candy, soda~is an idea that comes up because we have such an obesity problem. I am 50/50 on that idea TBH They signed us up when my husband got sick, the folks who were helping with my disabled son, it definitely got us thru a rough spot.","['yiwakawa', 'not', 'allowing', 'junk', 'foodchips', 'candy', 'sodais', 'an', 'idea', 'that', 'comes', 'up', 'because', 'we', 'have', 'such', 'an', 'obesity', 'problem', 'i', 'am', 'on', 'that', 'idea', 'tbh', 'they', 'signed', 'us', 'up', 'when', 'my', 'husband', 'got', 'sick', 'the', 'folks', 'who', 'were', 'helping', 'with', 'my', 'disabled', 'son', 'it', 'definitely', 'got', 'us', 'thru', 'a', 'rough', 'spot']"
7242,soda obesity,"you could wipe out a lot of childhood diabetes, childhood obesity and type 2 diabetes in general if drinking calories was less of an option. even the most hyper palatable, calorically dense foods are far harder to over-consume than soda.","['you', 'could', 'wipe', 'out', 'a', 'lot', 'of', 'childhood', 'diabetes', 'childhood', 'obesity', 'and', 'type', 'diabetes', 'in', 'general', 'if', 'drinking', 'calories', 'was', 'less', 'of', 'an', 'option', 'even', 'the', 'most', 'hyper', 'palatable', 'calorically', 'dense', 'foods', 'are', 'far', 'harder', 'to', 'overconsume', 'than', 'soda']"
7248,soda obesity,"(2/9) Every year, 50% of all Mexican deaths occur due to one of 3 leading causes of death, all highly correlated with soda consumption:

- high blood sugar
- high blood pressure
- obesity t.co/aByDIMXpMY","['', 'every', 'year', 'of', 'all', 'mexican', 'deaths', 'occur', 'due', 'to', 'one', 'of', 'leading', 'causes', 'of', 'death', 'all', 'highly', 'correlated', 'with', 'soda', 'consumption', 'high', 'blood', 'sugar', 'high', 'blood', 'pressure', 'obesity', 'tcoabydimxpmy']"
7250,soda obesity,"@cwt_news Did u know KO/PEP T2 diabetes/obesity cost US &gt; $1TLN/yr yet top 2 stocks at Nuveen's ESG fund.
Junk food, sugary soda stocked in school vending machines. Addicting our kids.
And they chide alcohol/tobacco?!? Combined 40% less costs/yr than diabetes/obesity.
More facts, less ESG.","['cwtnews', 'did', 'u', 'know', 'kopep', 't', 'diabetesobesity', 'cost', 'us', 'gt', 'tlnyr', 'yet', 'top', 'stocks', 'at', 'nuveens', 'esg', 'fund', 'junk', 'food', 'sugary', 'soda', 'stocked', 'in', 'school', 'vending', 'machines', 'addicting', 'our', 'kids', 'and', 'they', 'chide', 'alcoholtobacco', 'combined', 'less', 'costsyr', 'than', 'diabetesobesity', 'more', 'facts', 'less', 'esg']"
7251,soda obesity,"People in the 2050s consider soda, white bread, McDonald's to be essential health foods: semaglutide cured the decease of obesity; everyone benches 130kg, runs 10k daily; individuals are having trouble gaining weight without resorting to junk food. We are all gonna make it. t.co/Xwr3rvcyEu","['people', 'in', 'the', 's', 'consider', 'soda', 'white', 'bread', 'mcdonalds', 'to', 'be', 'essential', 'health', 'foods', 'semaglutide', 'cured', 'the', 'decease', 'of', 'obesity', 'everyone', 'benches', 'kg', 'runs', 'k', 'daily', 'individuals', 'are', 'having', 'trouble', 'gaining', 'weight', 'without', 'resorting', 'to', 'junk', 'food', 'we', 'are', 'all', 'gonna', 'make', 'it', 'tcoxwrrvcyeu']"
7257,soda obesity,"Fructose is the worst carbohydrate.

We're not designed for it.

It's the major culprit in insulin resistance, obesity, type 2 dm, gout, arthritis..

Major sources of fructose:
-Soda
-Juices
-Energy drinks
-Beer
-Cakes...

..pretty everything with sugar in it.

#StayAwayFromSugar","['fructose', 'is', 'the', 'worst', 'carbohydrate', 'were', 'not', 'designed', 'for', 'it', 'its', 'the', 'major', 'culprit', 'in', 'insulin', 'resistance', 'obesity', 'type', 'dm', 'gout', 'arthritis', 'major', 'sources', 'of', 'fructose', 'soda', 'juices', 'energy', 'drinks', 'beer', 'cakes', 'pretty', 'everything', 'with', 'sugar', 'in', 'it', 'stayawayfromsugar']"
7258,soda obesity,"Foods with the lowest environmental impact, according to Clark et al, 2022:

- sports drinks
- soda
- chips
- onion rings
- rice
- bread
- juice

Eating ""for the planet"" looks like a great way to develop obesity, sarcopenia, and type 2 diabetes.","['foods', 'with', 'the', 'lowest', 'environmental', 'impact', 'according', 'to', 'clark', 'et', 'al', 'sports', 'drinks', 'soda', 'chips', 'onion', 'rings', 'rice', 'bread', 'juice', 'eating', 'for', 'the', 'planet', 'looks', 'like', 'a', 'great', 'way', 'to', 'develop', 'obesity', 'sarcopenia', 'and', 'type', 'diabetes']"
7270,soda obesity,"@shave_on @Qban_Linx grew up in poverty on a single parent income. my parents cooked our meals and i was raised on a healthy diet w/o tons of trans fats and sugars like soda and candy. i don't agree obesity is a condition that poverty necessitates, just look at the global south.","['shaveon', 'qbanlinx', 'grew', 'up', 'in', 'poverty', 'on', 'a', 'single', 'parent', 'income', 'my', 'parents', 'cooked', 'our', 'meals', 'and', 'i', 'was', 'raised', 'on', 'a', 'healthy', 'diet', 'wo', 'tons', 'of', 'trans', 'fats', 'and', 'sugars', 'like', 'soda', 'and', 'candy', 'i', 'dont', 'agree', 'obesity', 'is', 'a', 'condition', 'that', 'poverty', 'necessitates', 'just', 'look', 'at', 'the', 'global', 'south']"
7272,soda obesity,"2. Have been linked to obesity, Type 2 Diabetes, and other chronic diseases; the Academy has been bought by some of the world’s biggest producers of soda, sugar, candy, and ultra processed foods, including Coca Cola, PepsiCo, Nestle, Hershey, Kellogg’s, and Conagra. The full 2.","['', 'have', 'been', 'linked', 'to', 'obesity', 'type', 'diabetes', 'and', 'other', 'chronic', 'diseases', 'the', 'academy', 'has', 'been', 'bought', 'by', 'some', 'of', 'the', 'world', 's', 'biggest', 'producers', 'of', 'soda', 'sugar', 'candy', 'and', 'ultra', 'processed', 'foods', 'including', 'coca', 'cola', 'pepsico', 'nestle', 'hershey', 'kellogg', 's', 'and', 'conagra', 'the', 'full', '']"
7273,soda obesity,Here's the Science That Explains Why Drinking Diet Soda Makes You Gain Weight | t.co/m246PUSMVK #weight #weightgain #obesity #soda  t.co/Yj5lTRC97q,"['heres', 'the', 'science', 'that', 'explains', 'why', 'drinking', 'diet', 'soda', 'makes', 'you', 'gain', 'weight', 'tcompusmvk', 'weight', 'weightgain', 'obesity', 'soda', 'tcoyjltrcq']"
7275,soda obesity,"@idaltonp Again these are workday issues that happen across the world where obesity isnt an issue. You have conveniently avoided the issues of soda consumption (water is free), a sidewalk being free, and the fact we romanticize unhealthy physiques more than anywhere else","['idaltonp', 'again', 'these', 'are', 'workday', 'issues', 'that', 'happen', 'across', 'the', 'world', 'where', 'obesity', 'isnt', 'an', 'issue', 'you', 'have', 'conveniently', 'avoided', 'the', 'issues', 'of', 'soda', 'consumption', 'water', 'is', 'free', 'a', 'sidewalk', 'being', 'free', 'and', 'the', 'fact', 'we', 'romanticize', 'unhealthy', 'physiques', 'more', 'than', 'anywhere', 'else']"
7278,soda obesity,t.co/pLkEW1SvfJ #lifestyle #choices #behavior #sedentary #exercise #physicalactivity #soda #pop #sugarydrinks #obesity #diabetes #bloodvessels #insulinresistance #cardiovascular #vascular #metabolic #death #awareness #prevention #research,"['tcoplkewsvfj', 'lifestyle', 'choices', 'behavior', 'sedentary', 'exercise', 'physicalactivity', 'soda', 'pop', 'sugarydrinks', 'obesity', 'diabetes', 'bloodvessels', 'insulinresistance', 'cardiovascular', 'vascular', 'metabolic', 'death', 'awareness', 'prevention', 'research']"
7279,soda obesity,"@PatriqKanyomozi But his point is valid white bread has lots of simple sugar, high in simple carbohydrates,  zero fibre and lot of barking soda.. many kids from rich families are facing obesity issues and for patents they call it being healthy","['patriqkanyomozi', 'but', 'his', 'point', 'is', 'valid', 'white', 'bread', 'has', 'lots', 'of', 'simple', 'sugar', 'high', 'in', 'simple', 'carbohydrates', 'zero', 'fibre', 'and', 'lot', 'of', 'barking', 'soda', 'many', 'kids', 'from', 'rich', 'families', 'are', 'facing', 'obesity', 'issues', 'and', 'for', 'patents', 'they', 'call', 'it', 'being', 'healthy']"
7287,soda obesity,"1971 Coke 'Hilltop' commercial, no obesity!

🎶""I'd like to teach the world to sing.""

1) A random same age group now would be majority overweight or obese.

2) How many of these people drank soda and are now NOT overweight or obese?

📣""I'd like to teach the world to eat."" t.co/sFePdqyqNe","['', 'coke', 'hilltop', 'commercial', 'no', 'obesity', 'id', 'like', 'to', 'teach', 'the', 'world', 'to', 'sing', 'a', 'random', 'same', 'age', 'group', 'now', 'would', 'be', 'majority', 'overweight', 'or', 'obese', 'how', 'many', 'of', 'these', 'people', 'drank', 'soda', 'and', 'are', 'now', 'not', 'overweight', 'or', 'obese', 'id', 'like', 'to', 'teach', 'the', 'world', 'to', 'eat', 'tcosfepdqyqne']"
7290,soda obesity,"@KyleMartinsen_ Soda is filled with sugar...may lead to obesity and possible medical issues..
John Fetterman, the #overweight 52-year-old man who suffered a stroke just days before winning the Democratic nomination for Senate in Pennsylvania...
#VoteDrOz2022 t.co/GPSH6efekU","['kylemartinsen', 'soda', 'is', 'filled', 'with', 'sugarmay', 'lead', 'to', 'obesity', 'and', 'possible', 'medical', 'issues', 'john', 'fetterman', 'the', 'overweight', 'yearold', 'man', 'who', 'suffered', 'a', 'stroke', 'just', 'days', 'before', 'winning', 'the', 'democratic', 'nomination', 'for', 'senate', 'in', 'pennsylvania', 'votedroz', 'tcogpshefeku']"
7292,soda obesity,"Am I wrong?

They didn’t shut down fast food ads or tell people to lose weight. 
They didn’t shut down candy ads or encourage people to eat less sugar. 
They didn’t shut down beer &amp; soda ads, either. 

They shut down gyms. 
Childhood obesity spiked. Overdoses spiked. 

Why?","['am', 'i', 'wrong', 'they', 'didn', 't', 'shut', 'down', 'fast', 'food', 'ads', 'or', 'tell', 'people', 'to', 'lose', 'weight', 'they', 'didn', 't', 'shut', 'down', 'candy', 'ads', 'or', 'encourage', 'people', 'to', 'eat', 'less', 'sugar', 'they', 'didn', 't', 'shut', 'down', 'beer', 'amp', 'soda', 'ads', 'either', 'they', 'shut', 'down', 'gyms', 'childhood', 'obesity', 'spiked', 'overdoses', 'spiked', 'why']"
7295,soda obesity,"A growing body of evidence suggests that consuming too much highly processed food — items like hot dogs, chips, soda and ice cream — can have consequences beyond obesity and high cholesterol t.co/E6wOYyzI49","['a', 'growing', 'body', 'of', 'evidence', 'suggests', 'that', 'consuming', 'too', 'much', 'highly', 'processed', 'food', 'items', 'like', 'hot', 'dogs', 'chips', 'soda', 'and', 'ice', 'cream', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'tcoewoyyzi']"
7297,soda obesity,"A growing body of evidence suggests that consuming too much highly processed food — items like hot dogs, chips, soda and ice cream — can have consequences beyond obesity and high cholesterol. t.co/a1H59hlWdE","['a', 'growing', 'body', 'of', 'evidence', 'suggests', 'that', 'consuming', 'too', 'much', 'highly', 'processed', 'food', 'items', 'like', 'hot', 'dogs', 'chips', 'soda', 'and', 'ice', 'cream', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'tcoahhlwde']"
7299,soda obesity,"A growing body of evidence suggests that consuming too much highly processed food — items like hot dogs, chips, soda and ice cream — can have consequences beyond obesity and high cholesterol. t.co/lBLpCQfwxo 👉🏽 MUSIC PROMO 👉 t.co/rpe4abBrXh #newmusic
#spotifyar…","['a', 'growing', 'body', 'of', 'evidence', 'suggests', 'that', 'consuming', 'too', 'much', 'highly', 'processed', 'food', 'items', 'like', 'hot', 'dogs', 'chips', 'soda', 'and', 'ice', 'cream', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'tcolblpcqfwxo', 'music', 'promo', 'tcorpeabbrxh', 'newmusic', 'spotifyar', '']"
7300,soda obesity,"A growing body of evidence suggests that consuming too much highly processed food — items like hot dogs, chips, soda and ice cream — can have consequences beyond obesity and high cholesterol. t.co/Dg8ONWgKuI","['a', 'growing', 'body', 'of', 'evidence', 'suggests', 'that', 'consuming', 'too', 'much', 'highly', 'processed', 'food', 'items', 'like', 'hot', 'dogs', 'chips', 'soda', 'and', 'ice', 'cream', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'tcodgonwgkui']"
7302,soda obesity,"A growing body of evidence suggests that consuming too much highly processed food — items like hot dogs, chips, soda and ice cream — can have consequences beyond obesity and high cholesterol. t.co/YPTPgNpVXu","['a', 'growing', 'body', 'of', 'evidence', 'suggests', 'that', 'consuming', 'too', 'much', 'highly', 'processed', 'food', 'items', 'like', 'hot', 'dogs', 'chips', 'soda', 'and', 'ice', 'cream', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'tcoyptpgnpvxu']"
7304,soda obesity,The authors of the initiative believe that such an increase in the cost of soda will help in the fight against obesity. 🤔,"['the', 'authors', 'of', 'the', 'initiative', 'believe', 'that', 'such', 'an', 'increase', 'in', 'the', 'cost', 'of', 'soda', 'will', 'help', 'in', 'the', 'fight', 'against', 'obesity', '']"
7305,soda obesity,@MadScientistFF Neither. Soda is VERY VERY BAD to drink. It harms the human body thus promotes obesity and Type II diabetes as well as a whole range of digestive cancers.,"['madscientistff', 'neither', 'soda', 'is', 'very', 'very', 'bad', 'to', 'drink', 'it', 'harms', 'the', 'human', 'body', 'thus', 'promotes', 'obesity', 'and', 'type', 'ii', 'diabetes', 'as', 'well', 'as', 'a', 'whole', 'range', 'of', 'digestive', 'cancers']"
7309,soda obesity,"A growing body of evidence suggests that consuming too much highly processed food — items like hot dogs, chips, soda and ice cream — can have consequences beyond obesity and high cholesterol. t.co/lCVf9kxkjd","['a', 'growing', 'body', 'of', 'evidence', 'suggests', 'that', 'consuming', 'too', 'much', 'highly', 'processed', 'food', 'items', 'like', 'hot', 'dogs', 'chips', 'soda', 'and', 'ice', 'cream', 'can', 'have', 'consequences', 'beyond', 'obesity', 'and', 'high', 'cholesterol', 'tcolcvfkxkjd']"
7310,soda obesity,Yet another reason (3 reasons!) to say no to soda! Obesity + increased risk of seropositive #RheumatoidArthritis + worse self-reported outcomes #ACR22 Food for Thought t.co/ogoxJt07Ts,"['yet', 'another', 'reason', 'reasons', 'to', 'say', 'no', 'to', 'soda', 'obesity', 'increased', 'risk', 'of', 'seropositive', 'rheumatoidarthritis', 'worse', 'selfreported', 'outcomes', 'acr', 'food', 'for', 'thought', 'tcoogoxjtts']"
7311,soda obesity,"These negative impacts are disproportionately felt by Black and Latino people, who are particularly affected by diabetes and obesity. In some Black and Latino neighbourhoods, it can be cheaper to buy soda than milk. t.co/MRYFErXMZQ","['these', 'negative', 'impacts', 'are', 'disproportionately', 'felt', 'by', 'black', 'and', 'latino', 'people', 'who', 'are', 'particularly', 'affected', 'by', 'diabetes', 'and', 'obesity', 'in', 'some', 'black', 'and', 'latino', 'neighbourhoods', 'it', 'can', 'be', 'cheaper', 'to', 'buy', 'soda', 'than', 'milk', 'tcomryferxmzq']"
7312,soda obesity,"@geostylegeo High Fructose Corn Syrup is largely responsible for the obesity epidemic in the U.S. And it's not just soda. The food processing industry puts it in EVERYTHING. Also we have an epidemic of Diabetes, and more alarmingly, juvenile diabetes. Insulin dependent diabetes.","['geostylegeo', 'high', 'fructose', 'corn', 'syrup', 'is', 'largely', 'responsible', 'for', 'the', 'obesity', 'epidemic', 'in', 'the', 'us', 'and', 'its', 'not', 'just', 'soda', 'the', 'food', 'processing', 'industry', 'puts', 'it', 'in', 'everything', 'also', 'we', 'have', 'an', 'epidemic', 'of', 'diabetes', 'and', 'more', 'alarmingly', 'juvenile', 'diabetes', 'insulin', 'dependent', 'diabetes']"
